name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_name,car_model,car_age,depreciation,log_km_driven
Tata New Safari DICOR 2.2 EX 4x4,2009.0,250000.0,120000.0,Deisel,Individual,Manual,Second Owner,Tata,New Safari DICOR 2.2 EX 4x4,16.0,0.8,11.695255355062795
Mahindra Marazzo M4,2018.0,950000.0,15000.0,Deisel,Individual,Manual,Second Owner,Mahindra,Marazzo M4,7.0,0.0,9.61587214452889
Toyota Etios Cross 1.2L G,2015.0,320000.0,60000.0,Petrol,Individual,Manual,First Owner,Toyota,Etios Cross 1.2L G,10.0,0.3,11.002116507732017
Renault Duster 110PS Diesel RxZ,2013.0,450000.0,120000.0,Deisel,Individual,Manual,First Owner,Renault,Duster 110PS Diesel RxZ,12.0,0.3,11.695255355062795
Mahindra KUV 100 mFALCON D75 K8 AW,2016.0,350000.0,90000.0,Deisel,Individual,Manual,First Owner,Mahindra,KUV 100 mFALCON D75 K8 AW,9.0,0.0,11.407576060361786
Maruti Swift Dzire VXI,2015.0,400000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXI,10.0,0.3,11.407576060361786
Maruti Omni MPI STD BSIV,2018.0,200000.0,10000.0,Petrol,Individual,Manual,First Owner,Maruti,Omni MPI STD BSIV,7.0,0.0,9.210440366976517
Hyundai i20 Asta 1.4 CRDi (Diesel),2009.0,250000.0,72000.0,Deisel,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.4 CRDi (Diesel),16.0,0.8,11.184435286790631
Toyota Innova 2.0 GX 8 STR BSIV,2011.0,550000.0,197000.0,Petrol,Individual,Manual,Second Owner,Toyota,Innova 2.0 GX 8 STR BSIV,14.0,0.6,12.190964083849375
Maruti 800 AC,1999.0,85000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,800 AC,26.0,0.8,11.156264806643742
Hyundai Santro LP zipPlus,2001.0,52000.0,50000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Santro LP zipPlus,24.0,0.8,10.819798284210286
Tata Hexa XTA,2017.0,1200000.0,50000.0,Deisel,Individual,Automatic,First Owner,Tata,Hexa XTA,8.0,0.0,10.819798284210286
Maruti Swift Dzire VXI 1.2 BS IV,2018.0,615000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXI 1.2 BS IV,7.0,0.0,10.596659732783579
Maruti SX4 ZDI Leather,2012.0,400000.0,80000.0,Deisel,Individual,Manual,First Owner,Maruti,SX4 ZDI Leather,13.0,0.6,11.289794413577894
Hyundai EON Era Plus,2013.0,60000.0,40000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus,12.0,0.3,10.596659732783579
Honda Mobilio V i VTEC,2015.0,267500.0,45000.0,Petrol,Individual,Manual,First Owner,Honda,Mobilio V i VTEC,10.0,0.3,10.714439990727769
Hyundai i10 Sportz 1.2,2010.0,110000.0,110000.0,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz 1.2,15.0,0.6,11.608244735642321
Hyundai Santro Xing GL Plus,2013.0,175000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GL Plus,12.0,0.3,11.289794413577894
Ford Fiesta Titanium 1.5 TDCi,2011.0,325000.0,100000.0,Deisel,Individual,Manual,Second Owner,Ford,Fiesta Titanium 1.5 TDCi,14.0,0.6,11.51293546492023
Maruti Swift Dzire LDI,2017.0,425000.0,90000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire LDI,8.0,0.0,11.407576060361786
Hyundai Accent GLE CNG,2009.0,160000.0,70000.0,CNG,Individual,Manual,Third Owner,Hyundai,Accent GLE CNG,16.0,0.8,11.156264806643742
Maruti Zen Estilo LXI BSIII,2007.0,100000.0,80000.0,Petrol,Individual,Manual,Third Owner,Maruti,Zen Estilo LXI BSIII,18.0,0.8,11.289794413577894
Maruti Swift Dzire LDI,2014.0,390000.0,110000.0,Deisel,Individual,Manual,Second Owner,Maruti,Swift Dzire LDI,11.0,0.3,11.608244735642321
Hyundai i20 1.2 Spotz,2017.0,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Spotz,8.0,0.0,10.819798284210286
Tata Tigor 1.2 Revotron XM,2018.0,657500.0,25000.0,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XM,7.0,0.0,10.12667110305036
Hyundai i10 Magna 1.1,2008.0,150000.0,90000.0,Petrol,Individual,Manual,Third Owner,Hyundai,i10 Magna 1.1,17.0,0.8,11.407576060361786
Hyundai Santro Xing GLS,2009.0,110000.0,120000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS,16.0,0.8,11.695255355062795
Nissan Sunny Diesel XV,2013.0,450000.0,80000.0,Deisel,Individual,Manual,First Owner,Nissan,Sunny Diesel XV,12.0,0.3,11.289794413577894
Hyundai i20 1.2 Spotz,2017.0,400000.0,38000.0,Petrol,Individual,Manual,Second Owner,Hyundai,i20 1.2 Spotz,8.0,0.0,10.545367754151743
Hyundai Santro Xing GLS,2009.0,140000.0,120000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS,16.0,0.8,11.695255355062795
Tata Indigo CR4,2011.0,130000.0,90000.0,Deisel,Individual,Manual,First Owner,Tata,Indigo CR4,14.0,0.6,11.407576060361786
Renault KWID 1.0 RXT Optional,2017.0,160000.0,50000.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,8.0,0.0,10.819798284210286
Maruti Alto 800 LXI,2016.0,150000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI,9.0,0.0,11.002116507732017
Mahindra XUV500 W8 2WD,2013.0,500000.0,100000.0,Deisel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 2WD,12.0,0.3,11.51293546492023
Tata Nano Std,2011.0,40000.0,19000.0,Petrol,Individual,Manual,First Owner,Tata,Nano Std,14.0,0.6,9.852246888342531
Tata Indica DLS,2006.0,140000.0,200000.0,Deisel,Individual,Manual,Third Owner,Tata,Indica DLS,19.0,0.8,12.206077645517674
Mahindra Verito 1.5 D2 BSIV,2014.0,227000.0,70000.0,Deisel,Individual,Manual,Second Owner,Mahindra,Verito 1.5 D2 BSIV,11.0,0.3,11.156264806643742
Maruti Swift VDI,2011.0,285000.0,50000.0,Deisel,Individual,Manual,Second Owner,Maruti,Swift VDI,14.0,0.6,10.819798284210286
Maruti Alto LX,2012.0,155000.0,19077.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX,13.0,0.6,9.856291117705153
Maruti Alto LXi,2009.0,140000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi,16.0,0.8,11.289794413577894
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015.0,940000.0,128000.0,Deisel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX (Diesel) 7 Seater,10.0,0.3,11.759793355371237
Nissan Terrano XV Premium 110 PS,2013.5,750000.0,80000.0,Deisel,Individual,Manual,First Owner,Nissan,Terrano XV Premium 110 PS,11.5,0.3,11.289794413577894
Maruti Baleno Alpha 1.3,2016.0,610000.0,100000.0,Deisel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3,9.0,0.0,11.51293546492023
Nissan Sunny XV D Premium Leather,2015.0,450000.0,55340.0,Deisel,Individual,Manual,First Owner,Nissan,Sunny XV D Premium Leather,10.0,0.3,10.921269323289689
Toyota Etios Liva GD,2012.0,409999.0,56000.0,Deisel,Individual,Manual,First Owner,Toyota,Etios Liva GD,13.0,0.6,10.933124826700707
Hyundai EON 1.0 Era Plus,2018.0,100000.0,21302.0,Petrol,Individual,Manual,First Owner,Hyundai,EON 1.0 Era Plus,7.0,0.0,9.966603186850204
Renault KWID 1.0 RXT Optional,2018.0,300000.0,10500.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,7.0,0.0,9.259225769705994
Mahindra Bolero 2011-2019 SLX,2013.0,400000.0,107000.0,Deisel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 SLX,12.0,0.3,11.580593459194764
Hyundai i10 Sportz 1.2,2010.0,140000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Sportz 1.2,15.0,0.6,11.002116507732017
Hyundai Santro Xing XG eRLX Euro III,2006.0,75000.0,120000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XG eRLX Euro III,19.0,0.8,11.695255355062795
Maruti Wagon R LXI BS IV,2010.0,222000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI BS IV,15.0,0.6,11.156264806643742
Maruti Alto 800 LXI,2015.0,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI,10.0,0.3,10.819798284210286
Toyota Etios Liva GD,2013.0,450000.0,70000.0,Deisel,Individual,Manual,Second Owner,Toyota,Etios Liva GD,12.0,0.3,11.156264806643742
Renault Duster 85PS Diesel RxL,2013.0,450000.0,1000.0,Deisel,Dealer,Manual,Second Owner,Renault,Duster 85PS Diesel RxL,12.0,0.3,6.90875477931522
Audi A4 3.0 TDI Quattro,2013.0,1580000.0,86000.0,Deisel,Dealer,Automatic,First Owner,Audi,A4 3.0 TDI Quattro,12.0,0.3,11.362114203075018
BMW X5 xDrive 30d xLine,2019.0,4950000.0,30000.0,Deisel,Dealer,Automatic,First Owner,BMW,X5 xDrive 30d xLine,6.0,0.0,10.308985993422082
Hyundai Creta 1.6 CRDi SX,2016.0,535000.0,50000.0,Deisel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX,9.0,0.0,10.819798284210286
Maruti SX4 Vxi BSIV,2012.0,225000.0,110000.0,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Vxi BSIV,13.0,0.6,11.608244735642321
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000.0,19890.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT,8.0,0.0,9.89802264710506
Maruti Swift ZXI BSIV,2016.0,670000.0,7104.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift ZXI BSIV,9.0,0.0,8.868554040531201
Maruti Ertiga VXI,2015.0,625000.0,11918.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Ertiga VXI,10.0,0.3,9.385889044482708
Hyundai Grand i10 Magna AT,2017.0,520000.0,39157.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Magna AT,8.0,0.0,10.575360022817218
Chevrolet Beat LT Option,2016.0,239000.0,50000.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Beat LT Option,9.0,0.0,10.819798284210286
Toyota Fortuner 4x2 AT,2017.0,2600000.0,47162.0,Deisel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT,8.0,0.0,10.761364965859624
Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000.0,45974.0,Deisel,Trustmark Dealer,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH,10.0,0.3,10.735853049472523
Hyundai i10 Magna,2012.0,229999.0,49824.0,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna,13.0,0.6,10.816272145080996
Audi A6 2.0 TDI Premium Plus,2013.0,1300000.0,58500.0,Deisel,Dealer,Automatic,First Owner,Audi,A6 2.0 TDI Premium Plus,12.0,0.3,10.97679912709094
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS,20.0,0.8,10.943428518789158
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Deisel,Individual,Manual,First Owner,Skoda,Laura Ambiente 2.0 TDI CR MT,13.0,0.6,10.859018228147887
Hyundai Verna 1.6 VTVT SX,2015.0,760000.0,55340.0,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX,10.0,0.3,10.921269323289689
Maruti Swift Dzire VDI,2017.0,600000.0,46507.0,Deisel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,8.0,0.0,10.747379619788498
Renault Duster 85PS Diesel RxL,2013.0,450000.0,1000.0,Deisel,Dealer,Manual,Second Owner,Renault,Duster 85PS Diesel RxL,12.0,0.3,6.90875477931522
Mercedes-Benz C-Class Progressive C 220d,2018.0,3800000.0,10000.0,Deisel,Dealer,Automatic,First Owner,Mercedes-Benz,C-Class Progressive C 220d,7.0,0.0,9.210440366976517
Audi A4 3.0 TDI Quattro,2013.0,1580000.0,86000.0,Deisel,Dealer,Automatic,First Owner,Audi,A4 3.0 TDI Quattro,12.0,0.3,11.362114203075018
BMW X5 xDrive 30d xLine,2019.0,4950000.0,30000.0,Deisel,Dealer,Automatic,First Owner,BMW,X5 xDrive 30d xLine,6.0,0.0,10.308985993422082
Hyundai Creta 1.6 CRDi SX,2016.0,535000.0,52600.0,Deisel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX,9.0,0.0,10.87049040995193
Maruti SX4 Vxi BSIV,2012.0,225000.0,110000.0,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Vxi BSIV,13.0,0.6,11.608244735642321
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000.0,19890.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT,8.0,0.0,9.89802264710506
Maruti Swift ZXI BSIV,2016.0,670000.0,7104.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift ZXI BSIV,9.0,0.0,8.868554040531201
Maruti Ertiga VXI,2015.0,625000.0,11918.0,Petrol,Individual,Manual,First Owner,Maruti,Ertiga VXI,10.0,0.3,9.385889044482708
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,520000.0,10510.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT,8.0,0.0,9.260177606823355
Chevrolet Beat LT Option,2016.0,239000.0,41000.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Beat LT Option,9.0,0.0,10.62135173563291
Toyota Fortuner 4x2 AT,2017.0,2600000.0,47162.0,Deisel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT,8.0,0.0,10.761364965859624
Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000.0,45974.0,Deisel,Trustmark Dealer,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH,10.0,0.3,10.735853049472523
Hyundai i10 Magna,2012.0,229999.0,49824.0,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna,13.0,0.6,10.816272145080996
Audi A6 2.0 TDI Premium Plus,2013.0,1300000.0,58500.0,Deisel,Dealer,Automatic,First Owner,Audi,A6 2.0 TDI Premium Plus,12.0,0.3,10.97679912709094
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS,20.0,0.8,10.943428518789158
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Deisel,Dealer,Manual,First Owner,Skoda,Laura Ambiente 2.0 TDI CR MT,13.0,0.6,10.859018228147887
Hyundai Verna 1.6 VTVT SX,2015.0,760000.0,55340.0,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX,10.0,0.3,10.921269323289689
Maruti Swift Dzire VDI,2017.0,600000.0,46507.0,Deisel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,8.0,0.0,10.747379619788498
Volkswagen Jetta 2.0L TDI Highline AT,2012.0,735000.0,55300.0,Deisel,Dealer,Automatic,First Owner,Volkswagen,Jetta 2.0L TDI Highline AT,13.0,0.6,10.920546270529568
Honda City VX MT,2010.0,350000.0,48781.0,Petrol,Dealer,Manual,First Owner,Honda,City VX MT,15.0,0.6,10.795116671339422
Volkswagen Jetta 1.9 Highline TDI,2010.0,290000.0,87620.0,Deisel,Dealer,Automatic,First Owner,Volkswagen,Jetta 1.9 Highline TDI,15.0,0.6,11.380775974222187
Volkswagen Vento 1.5 TDI Highline Plus AT,2017.0,890000.0,40219.0,Deisel,Dealer,Automatic,First Owner,Volkswagen,Vento 1.5 TDI Highline Plus AT,8.0,0.0,10.602119663326643
Honda Jazz VX,2011.0,385000.0,11473.0,Petrol,Dealer,Manual,First Owner,Honda,Jazz VX,14.0,0.6,9.347838885161817
Maruti Eeco 5 Seater AC BSIV,2017.0,425000.0,8352.0,Petrol,Dealer,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV,8.0,0.0,9.030376034755907
Maruti Wagon R VXI AMT1.2BSIV,2017.0,525000.0,9745.0,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R VXI AMT1.2BSIV,8.0,0.0,9.184612223403452
Hyundai Grand i10 Asta,2017.0,550000.0,39157.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Asta,8.0,0.0,10.575360022817218
Volkswagen Polo 1.0 MPI Trendline,2012.0,271000.0,49000.0,Petrol,Dealer,Manual,First Owner,Volkswagen,Polo 1.0 MPI Trendline,13.0,0.6,10.799595985047786
Maruti Swift Dzire VDI,2018.0,1490000.0,20694.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,7.0,0.0,9.937647404182833
Hyundai Grand i10 Asta Option,2015.0,490000.0,31080.0,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 Asta Option,10.0,0.3,10.344351978996153
Hyundai EON Era Plus,2013.0,260000.0,37605.0,Petrol,Dealer,Manual,First Owner,Hyundai,EON Era Plus,12.0,0.3,10.534918891115419
Hyundai Xcent 1.1 CRDi SX Option,2014.0,455000.0,55850.0,Deisel,Dealer,Manual,First Owner,Hyundai,Xcent 1.1 CRDi SX Option,11.0,0.3,10.930442709440007
Tata Nano Lx BSIV,2010.0,75000.0,58850.0,Petrol,Dealer,Manual,First Owner,Tata,Nano Lx BSIV,15.0,0.6,10.982764104897495
Toyota Etios Cross 1.2L G,2015.0,421000.0,23839.0,Petrol,Individual,Manual,First Owner,Toyota,Etios Cross 1.2L G,10.0,0.3,10.079120121179287
Maruti Swift DDiS LDI,2016.0,550000.0,54000.0,Deisel,Dealer,Manual,First Owner,Maruti,Swift DDiS LDI,9.0,0.0,10.896757843893464
Hyundai i10 Sportz 1.2 AT,2013.0,330000.0,38000.0,Petrol,Dealer,Automatic,First Owner,Hyundai,i10 Sportz 1.2 AT,12.0,0.3,10.545367754151743
Volkswagen Vento 1.5 TDI Comfortline,2012.0,390000.0,45454.0,Deisel,Dealer,Manual,First Owner,Volkswagen,Vento 1.5 TDI Comfortline,13.0,0.6,10.724478104555958
Skoda Rapid 1.5 TDI AT Ambition,2015.0,599000.0,46957.0,Deisel,Dealer,Automatic,First Owner,Skoda,Rapid 1.5 TDI AT Ambition,10.0,0.3,10.757008864157203
Hyundai Getz GLE,2007.0,110000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Getz GLE,18.0,0.8,11.002116507732017
Renault KWID RXT Optional,2016.0,250000.0,25000.0,Petrol,Individual,Manual,First Owner,Renault,KWID RXT Optional,9.0,0.0,10.12667110305036
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,400000.0,110000.0,Deisel,Individual,Manual,Fourth & Above Owner,Skoda,Laura Ambiente 2.0 TDI CR MT,13.0,0.6,11.608244735642321
Ford Endeavour XLT TDCi 4X2,2008.0,280000.0,84000.0,Deisel,Individual,Manual,Second Owner,Ford,Endeavour XLT TDCi 4X2,17.0,0.8,11.338583982516495
Audi Q3 35 TDI Quattro Technology,2017.0,715000.0,25000.0,Deisel,Individual,Automatic,First Owner,Audi,Q3 35 TDI Quattro Technology,8.0,0.0,10.12667110305036
Mahindra Renault Logan 1.4 GLX Petrol,2008.0,80000.0,90000.0,Petrol,Individual,Manual,First Owner,Mahindra,Renault Logan 1.4 GLX Petrol,17.0,0.8,11.407576060361786
Maruti Alto K10 VXI,2016.0,350000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI,9.0,0.0,8.517393171418904
Maruti Swift VDI BSIV,2015.0,475000.0,60000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV,10.0,0.3,11.002116507732017
Audi A5 Sportback,2020.0,4700000.0,1500.0,Deisel,Individual,Automatic,First Owner,Audi,A5 Sportback,5.0,0.0,7.313886831633462
Maruti Swift Dzire VDI,2018.0,500000.0,50000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,7.0,0.0,10.819798284210286
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014.0,250000.0,120000.0,Deisel,Individual,Manual,First Owner,Chevrolet,Sail Hatchback 1.3 TCDi LT ABS,11.0,0.3,11.695255355062795
Hyundai Accent CRDi,2005.0,100000.0,70000.0,Deisel,Individual,Manual,Second Owner,Hyundai,Accent CRDi,20.0,0.8,11.156264806643742
Maruti Alto K10 VXI Airbag,2019.0,350000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI Airbag,6.0,0.0,8.517393171418904
BMW 7 Series Signature 730Ld,2014.0,4000000.0,47000.0,Deisel,Individual,Automatic,First Owner,BMW,7 Series Signature 730Ld,11.0,0.3,10.757924157061597
Toyota Camry 2.5 Hybrid,2017.0,1900000.0,20000.0,Petrol,Individual,Automatic,First Owner,Toyota,Camry 2.5 Hybrid,8.0,0.0,9.90353755128617
Hyundai Santro Xing XG,2005.0,95000.0,120000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XG,20.0,0.8,11.695255355062795
Hyundai Grand i10 CRDi Sportz,2015.0,409999.0,58000.0,Deisel,Individual,Manual,First Owner,Hyundai,Grand i10 CRDi Sportz,10.0,0.3,10.968215530759236
Mahindra XUV500 W5 BSIV,2018.0,1050000.0,35000.0,Deisel,Individual,Manual,First Owner,Mahindra,XUV500 W5 BSIV,7.0,0.0,10.463131911491967
Maruti Alto K10 VXI,2017.0,320000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI,8.0,0.0,10.308985993422082
Hyundai Verna CRDi 1.6 SX Option,2019.0,1000000.0,10000.0,Deisel,Individual,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX Option,6.0,0.0,9.210440366976517
Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,1770000.0,25000.0,Deisel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT BSIV,8.0,0.0,10.12667110305036
Mahindra Thar CRDe,2018.0,950000.0,20000.0,Deisel,Individual,Manual,First Owner,Mahindra,Thar CRDe,7.0,0.0,9.90353755128617
Maruti Swift Dzire VDI,2018.0,750000.0,50000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,7.0,0.0,10.819798284210286
Hyundai EON Magna Plus,2014.0,220000.0,42000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus,11.0,0.3,10.645448706505872
Tata Hexa XM,2017.0,1000000.0,50000.0,Deisel,Individual,Manual,First Owner,Tata,Hexa XM,8.0,0.0,10.819798284210286
Honda Mobilio E i DTEC,2017.0,660000.0,116000.0,Deisel,Individual,Manual,First Owner,Honda,Mobilio E i DTEC,8.0,0.0,11.661354090741
Maruti Ertiga ZDI,2015.0,716000.0,100000.0,Deisel,Individual,Manual,First Owner,Maruti,Ertiga ZDI,10.0,0.3,11.51293546492023
Maruti Ciaz ZXi Plus,2015.0,675000.0,66000.0,Petrol,Individual,Manual,First Owner,Maruti,Ciaz ZXi Plus,10.0,0.3,11.097425172408931
Mahindra Scorpio LX,2010.0,250000.0,110000.0,Deisel,Individual,Manual,Third Owner,Mahindra,Scorpio LX,15.0,0.6,11.608244735642321
Fiat Grande Punto EVO 1.3 Dynamic,2014.0,325000.0,70000.0,Deisel,Individual,Manual,First Owner,Fiat,Grande Punto EVO 1.3 Dynamic,11.0,0.3,11.156264806643742
Hyundai Creta 1.6 CRDi SX Option,2015.0,950000.0,60000.0,Deisel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX Option,10.0,0.3,11.002116507732017
Ford Endeavour Hurricane Limited Edition,2007.0,100000.0,110000.0,Deisel,Individual,Automatic,Fourth & Above Owner,Ford,Endeavour Hurricane Limited Edition,18.0,0.8,11.608244735642321
Tata Indica Vista TDI LS,2014.0,250000.0,25000.0,Deisel,Individual,Manual,First Owner,Tata,Indica Vista TDI LS,11.0,0.3,10.12667110305036
Land Rover Discovery S 2.0 SD4,2018.0,4000000.0,68000.0,Petrol,Individual,Automatic,First Owner,Land,Rover Discovery S 2.0 SD4,7.0,0.0,11.127277689932466
Maruti Alto 800 LXI,2014.0,210000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI,11.0,0.3,9.90353755128617
Hyundai i10 Era 1.1 iTech SE,2011.0,147000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Era 1.1 iTech SE,14.0,0.6,11.608244735642321
Maruti Vitara Brezza VDi Option,2018.0,725000.0,26350.0,Deisel,Individual,Manual,First Owner,Maruti,Vitara Brezza VDi Option,7.0,0.0,10.179261503913537
Mahindra Scorpio SLE BSIV,2012.0,550000.0,90000.0,Deisel,Individual,Manual,First Owner,Mahindra,Scorpio SLE BSIV,13.0,0.6,11.407576060361786
Hyundai i20 Sportz Option 1.2,2016.0,475000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,i20 Sportz Option 1.2,9.0,0.0,10.12667110305036
Hyundai Santro Xing GLS,2014.0,250000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GLS,11.0,0.3,10.819798284210286
Tata Indica LSI,2006.0,70000.0,60000.0,Petrol,Individual,Manual,Second Owner,Tata,Indica LSI,19.0,0.8,11.002116507732017
Hyundai EON Era Plus,2012.0,160000.0,70000.0,Petrol,Individual,Manual,Third Owner,Hyundai,EON Era Plus,13.0,0.6,11.156264806643742
Hyundai Santro LE zipPlus,2001.0,68000.0,70000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro LE zipPlus,24.0,0.8,11.156264806643742
Hyundai Grand i10 1.2 Kappa Asta,2018.0,500000.0,26500.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Asta,7.0,0.0,10.184937747111391
Tata Indigo CR4,2013.0,170000.0,60000.0,Deisel,Individual,Manual,First Owner,Tata,Indigo CR4,12.0,0.3,11.002116507732017
Mahindra Scorpio S11 BSIV,2018.0,1380000.0,35000.0,Deisel,Individual,Manual,First Owner,Mahindra,Scorpio S11 BSIV,7.0,0.0,10.463131911491967
Hyundai Creta 1.4 EX Diesel,2020.0,1050000.0,10000.0,Deisel,Individual,Manual,First Owner,Hyundai,Creta 1.4 EX Diesel,5.0,0.0,9.210440366976517
Maruti Ritz LXI,2009.0,300000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti,Ritz LXI,16.0,0.8,9.61587214452889
Hyundai i20 Magna 1.2,2016.0,600000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna 1.2,9.0,0.0,10.12667110305036
Hyundai Verna CRDi 1.6 SX,2017.0,900000.0,50000.0,Deisel,Individual,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX,8.0,0.0,10.819798284210286
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,550000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,6.0,0.0,10.12667110305036
Maruti Alto LX,2007.0,100000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX,18.0,0.8,11.289794413577894
Honda Brio 1.2 S MT,2017.0,400000.0,39157.0,Petrol,Individual,Manual,First Owner,Honda,Brio 1.2 S MT,8.0,0.0,10.575360022817218
